UID,Nome,Fonte do nome,Confianca,Tipo,Mesh,Mapa ID,Mapa,X,Y,Origem
5277,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,307,243,SobNpcs.txt
5276,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,303,247,SobNpcs.txt
5275,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,299,251,SobNpcs.txt
5274,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,295,255,SobNpcs.txt
5273,Scarecrow,SobNpcs.txt,high,Scarecrow,827,1039,playground,291,259,SobNpcs.txt
5272,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,263,287,SobNpcs.txt
5271,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,259,291,SobNpcs.txt
5270,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,255,295,SobNpcs.txt
5269,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,251,299,SobNpcs.txt
5268,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,247,303,SobNpcs.txt
5267,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,243,307,SobNpcs.txt
5266,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,239,311,SobNpcs.txt
5265,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,231,319,SobNpcs.txt
5264,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,227,323,SobNpcs.txt
5263,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,223,327,SobNpcs.txt
5262,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,219,331,SobNpcs.txt
5261,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,215,335,SobNpcs.txt
5260,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,211,339,SobNpcs.txt
5259,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,207,343,SobNpcs.txt
5258,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,199,351,SobNpcs.txt
5257,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,195,355,SobNpcs.txt
5256,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,191,359,SobNpcs.txt
5255,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,187,363,SobNpcs.txt
5254,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,183,367,SobNpcs.txt
5253,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,179,371,SobNpcs.txt
5252,Scarecrow,SobNpcs.txt,high,Scarecrow,797,1039,playground,175,375,SobNpcs.txt
5251,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,339,131,SobNpcs.txt
5250,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,335,135,SobNpcs.txt
5249,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,331,139,SobNpcs.txt
5248,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,327,143,SobNpcs.txt
5247,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,323,147,SobNpcs.txt
5246,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,319,151,SobNpcs.txt
5245,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,315,155,SobNpcs.txt
5244,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,307,163,SobNpcs.txt
5243,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,303,167,SobNpcs.txt
5242,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,299,171,SobNpcs.txt
5241,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,295,175,SobNpcs.txt
5240,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,291,179,SobNpcs.txt
5239,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,287,183,SobNpcs.txt
5238,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,283,187,SobNpcs.txt
5237,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,275,195,SobNpcs.txt
5236,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,271,199,SobNpcs.txt
5235,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,267,203,SobNpcs.txt
5234,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,263,207,SobNpcs.txt
5233,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,259,211,SobNpcs.txt
5232,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,255,215,SobNpcs.txt
5231,Scarecrow,SobNpcs.txt,high,Scarecrow,767,1039,playground,251,219,SobNpcs.txt
5230,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,223,247,SobNpcs.txt
5229,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,219,251,SobNpcs.txt
5228,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,215,255,SobNpcs.txt
5227,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,211,259,SobNpcs.txt
5226,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,207,263,SobNpcs.txt
5225,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,203,267,SobNpcs.txt
5224,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,199,271,SobNpcs.txt
5223,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,191,279,SobNpcs.txt
5222,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,187,283,SobNpcs.txt
5221,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,183,287,SobNpcs.txt
5220,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,179,291,SobNpcs.txt
5219,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,175,295,SobNpcs.txt
5218,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,171,299,SobNpcs.txt
5217,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,167,303,SobNpcs.txt
5216,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,159,311,SobNpcs.txt
5215,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,155,315,SobNpcs.txt
5214,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,151,319,SobNpcs.txt
5213,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,147,323,SobNpcs.txt
5212,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,143,327,SobNpcs.txt
5211,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,139,331,SobNpcs.txt
5210,Scarecrow,SobNpcs.txt,high,Scarecrow,737,1039,playground,135,335,SobNpcs.txt
5209,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,314,106,SobNpcs.txt
5208,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,310,110,SobNpcs.txt
5207,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,306,114,SobNpcs.txt
5206,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,302,118,SobNpcs.txt
5205,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,298,122,SobNpcs.txt
5204,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,294,126,SobNpcs.txt
5203,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,290,130,SobNpcs.txt
5202,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,282,138,SobNpcs.txt
5201,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,278,142,SobNpcs.txt
5200,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,274,146,SobNpcs.txt
5199,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,270,150,SobNpcs.txt
5198,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,266,154,SobNpcs.txt
5197,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,262,158,SobNpcs.txt
5196,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,258,162,SobNpcs.txt
5195,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,250,170,SobNpcs.txt
5194,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,246,174,SobNpcs.txt
5193,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,242,178,SobNpcs.txt
5192,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,238,182,SobNpcs.txt
5191,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,234,186,SobNpcs.txt
5190,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,230,190,SobNpcs.txt
5189,Scarecrow,SobNpcs.txt,high,Scarecrow,707,1039,playground,226,194,SobNpcs.txt
5188,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,198,222,SobNpcs.txt
5187,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,194,226,SobNpcs.txt
5186,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,190,230,SobNpcs.txt
5185,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,186,234,SobNpcs.txt
5184,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,182,238,SobNpcs.txt
5183,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,178,242,SobNpcs.txt
5182,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,174,246,SobNpcs.txt
5181,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,166,254,SobNpcs.txt
5180,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,162,258,SobNpcs.txt
5179,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,158,262,SobNpcs.txt
5178,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,154,266,SobNpcs.txt
5177,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,150,270,SobNpcs.txt
5176,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,146,274,SobNpcs.txt
5175,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,142,278,SobNpcs.txt
5174,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,134,286,SobNpcs.txt
5173,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,130,290,SobNpcs.txt
5172,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,126,294,SobNpcs.txt
5171,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,122,298,SobNpcs.txt
5170,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,118,302,SobNpcs.txt
5169,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,114,306,SobNpcs.txt
5168,Scarecrow,SobNpcs.txt,high,Scarecrow,677,1039,playground,110,310,SobNpcs.txt
5167,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,289,81,SobNpcs.txt
5166,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,285,85,SobNpcs.txt
5165,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,281,89,SobNpcs.txt
5164,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,277,93,SobNpcs.txt
5163,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,273,97,SobNpcs.txt
5162,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,269,101,SobNpcs.txt
5161,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,265,105,SobNpcs.txt
5160,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,257,113,SobNpcs.txt
5159,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,253,117,SobNpcs.txt
5158,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,249,121,SobNpcs.txt
5157,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,245,125,SobNpcs.txt
5156,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,241,129,SobNpcs.txt
5155,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,237,133,SobNpcs.txt
5154,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,233,137,SobNpcs.txt
5153,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,225,145,SobNpcs.txt
5152,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,221,149,SobNpcs.txt
5151,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,217,153,SobNpcs.txt
5150,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,213,157,SobNpcs.txt
5149,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,209,161,SobNpcs.txt
5148,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,205,165,SobNpcs.txt
5147,Scarecrow,SobNpcs.txt,high,Scarecrow,647,1039,playground,201,169,SobNpcs.txt
5146,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,173,197,SobNpcs.txt
5145,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,169,201,SobNpcs.txt
5144,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,165,205,SobNpcs.txt
5143,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,161,209,SobNpcs.txt
5142,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,157,213,SobNpcs.txt
5141,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,153,217,SobNpcs.txt
5140,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,149,221,SobNpcs.txt
5139,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,141,229,SobNpcs.txt
5138,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,137,233,SobNpcs.txt
5137,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,133,237,SobNpcs.txt
5136,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,129,241,SobNpcs.txt
5135,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,125,245,SobNpcs.txt
5134,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,121,249,SobNpcs.txt
5133,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,117,253,SobNpcs.txt
5132,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,109,261,SobNpcs.txt
5131,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,105,265,SobNpcs.txt
5130,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,101,269,SobNpcs.txt
5129,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,97,273,SobNpcs.txt
5128,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,93,277,SobNpcs.txt
5127,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,89,281,SobNpcs.txt
5126,Scarecrow,SobNpcs.txt,high,Scarecrow,617,1039,playground,85,285,SobNpcs.txt
5125,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,264,56,SobNpcs.txt
5124,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,260,60,SobNpcs.txt
5123,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,256,64,SobNpcs.txt
5122,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,252,68,SobNpcs.txt
5121,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,248,72,SobNpcs.txt
5120,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,244,76,SobNpcs.txt
5119,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,240,80,SobNpcs.txt
5118,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,232,88,SobNpcs.txt
5117,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,228,92,SobNpcs.txt
5116,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,224,96,SobNpcs.txt
5115,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,220,100,SobNpcs.txt
5114,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,216,104,SobNpcs.txt
5113,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,212,108,SobNpcs.txt
5112,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,208,112,SobNpcs.txt
5111,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,200,120,SobNpcs.txt
5110,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,196,124,SobNpcs.txt
5109,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,192,128,SobNpcs.txt
5108,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,188,132,SobNpcs.txt
5107,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,184,136,SobNpcs.txt
5106,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,180,140,SobNpcs.txt
5105,Scarecrow,SobNpcs.txt,high,Scarecrow,587,1039,playground,176,144,SobNpcs.txt
5104,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,148,172,SobNpcs.txt
5103,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,144,176,SobNpcs.txt
5102,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,140,180,SobNpcs.txt
5101,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,136,184,SobNpcs.txt
5100,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,132,188,SobNpcs.txt
5099,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,128,192,SobNpcs.txt
5098,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,124,196,SobNpcs.txt
5097,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,116,204,SobNpcs.txt
5096,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,112,208,SobNpcs.txt
5095,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,108,212,SobNpcs.txt
5094,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,104,216,SobNpcs.txt
5093,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,100,220,SobNpcs.txt
5092,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,96,224,SobNpcs.txt
5091,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,92,228,SobNpcs.txt
5090,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,84,236,SobNpcs.txt
5089,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,80,240,SobNpcs.txt
5088,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,76,244,SobNpcs.txt
5087,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,72,248,SobNpcs.txt
5086,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,68,252,SobNpcs.txt
5085,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,64,256,SobNpcs.txt
5084,Scarecrow,SobNpcs.txt,high,Scarecrow,557,1039,playground,60,260,SobNpcs.txt
5083,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,239,31,SobNpcs.txt
5082,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,235,35,SobNpcs.txt
5081,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,231,39,SobNpcs.txt
5080,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,227,43,SobNpcs.txt
5079,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,223,47,SobNpcs.txt
5078,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,219,51,SobNpcs.txt
5077,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,215,55,SobNpcs.txt
5076,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,207,63,SobNpcs.txt
5075,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,203,67,SobNpcs.txt
5074,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,199,71,SobNpcs.txt
5073,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,195,75,SobNpcs.txt
5072,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,191,79,SobNpcs.txt
5071,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,187,83,SobNpcs.txt
5070,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,183,87,SobNpcs.txt
5069,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,175,95,SobNpcs.txt
5068,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,171,99,SobNpcs.txt
5067,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,167,103,SobNpcs.txt
5066,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,163,107,SobNpcs.txt
5065,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,159,111,SobNpcs.txt
5064,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,155,115,SobNpcs.txt
5063,Scarecrow,SobNpcs.txt,high,Scarecrow,527,1039,playground,151,119,SobNpcs.txt
5062,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,123,147,SobNpcs.txt
5061,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,119,151,SobNpcs.txt
5060,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,115,155,SobNpcs.txt
5059,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,111,159,SobNpcs.txt
5058,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,107,163,SobNpcs.txt
5057,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,103,167,SobNpcs.txt
5056,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,99,171,SobNpcs.txt
5055,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,91,179,SobNpcs.txt
5054,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,87,183,SobNpcs.txt
5053,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,83,187,SobNpcs.txt
5052,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,79,191,SobNpcs.txt
5051,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,75,195,SobNpcs.txt
5049,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,67,203,SobNpcs.txt
5048,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,59,211,SobNpcs.txt
5047,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,55,215,SobNpcs.txt
5046,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,51,219,SobNpcs.txt
5045,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,47,223,SobNpcs.txt
5044,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,43,227,SobNpcs.txt
5043,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,39,231,SobNpcs.txt
5042,Scarecrow,SobNpcs.txt,high,Scarecrow,497,1039,playground,35,235,SobNpcs.txt
5041,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,214,6,SobNpcs.txt
5040,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,210,10,SobNpcs.txt
5039,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,206,14,SobNpcs.txt
5038,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,202,18,SobNpcs.txt
5037,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,198,22,SobNpcs.txt
5036,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,194,26,SobNpcs.txt
5035,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,190,30,SobNpcs.txt
5034,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,182,38,SobNpcs.txt
5033,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,178,42,SobNpcs.txt
5032,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,174,46,SobNpcs.txt
5031,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,170,50,SobNpcs.txt
5030,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,166,54,SobNpcs.txt
5029,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,162,58,SobNpcs.txt
5028,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,158,62,SobNpcs.txt
5027,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,150,70,SobNpcs.txt
5026,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,146,74,SobNpcs.txt
5025,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,142,78,SobNpcs.txt
5024,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,138,82,SobNpcs.txt
5023,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,134,86,SobNpcs.txt
5022,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,130,90,SobNpcs.txt
5021,Scarecrow,SobNpcs.txt,high,Scarecrow,467,1039,playground,126,94,SobNpcs.txt
5020,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,98,122,SobNpcs.txt
5019,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,94,126,SobNpcs.txt
5018,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,90,130,SobNpcs.txt
5017,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,86,134,SobNpcs.txt
5016,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,82,138,SobNpcs.txt
5015,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,78,142,SobNpcs.txt
5014,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,74,146,SobNpcs.txt
5013,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,66,154,SobNpcs.txt
5012,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,62,158,SobNpcs.txt
5011,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,58,162,SobNpcs.txt
5010,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,54,166,SobNpcs.txt
5001,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,14,206,SobNpcs.txt
5000,Scarecrow,SobNpcs.txt,high,Scarecrow,437,1039,playground,10,210,SobNpcs.txt
6004,Stake,SobNpcs.txt,high,Stake,427,1039,playground,36,204,SobNpcs.txt
6005,Stake,SobNpcs.txt,high,Stake,427,1039,playground,40,200,SobNpcs.txt
6006,Stake,SobNpcs.txt,high,Stake,427,1039,playground,44,196,SobNpcs.txt
6007,Stake,SobNpcs.txt,high,Stake,427,1039,playground,52,188,SobNpcs.txt
6008,Stake,SobNpcs.txt,high,Stake,427,1039,playground,56,184,SobNpcs.txt
