currency,op,file,line,npc,method,case,target,amount,hint
Gold,spend,Game/MsgNpc/NpcHandler.cs,62382,Barber,Barber,11,client.Player,10000,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62412,Barber,Barber,10,client.Player,10000,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62438,Barber,Barber,10,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62466,Barber,Barber,17,client.Player,10000,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62496,Barber,Barber,21,client.Player,10000,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62526,Barber,Barber,22,client.Player,10000,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62556,Barber,Barber,56,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62586,Barber,Barber,57,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62616,Barber,Barber,70,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62646,Barber,Barber,71,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62676,Barber,Barber,72,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62745,Barber,Barber,30,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62775,Barber,Barber,31,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62805,Barber,Barber,32,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62835,Barber,Barber,33,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62865,Barber,Barber,34,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62895,Barber,Barber,35,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62925,Barber,Barber,36,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62955,Barber,Barber,37,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,62985,Barber,Barber,38,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,63046,Barber,Barber,44,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,63076,Barber,Barber,45,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,63106,Barber,Barber,46,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,63136,Barber,Barber,47,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,63166,Barber,Barber,48,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,63197,Barber,Barber,49,client.Player,500,Health
Gold,spend,Game/MsgNpc/NpcHandler.cs,63227,Barber,Barber,50,client.Player,500,Health
CP,gain,Game/MsgNpc/NpcHandler.cs,63327,GuildConductor,GuildConductor,4,client.Player,client.Player.MyGuild.GetLeaderReward()[0],"Sorry, you already claimed the reward."
Gold,gain,Game/MsgNpc/NpcHandler.cs,63328,GuildConductor,GuildConductor,4,client.Player,client.Player.MyGuild.GetLeaderReward()[1],"Sorry, you already claimed the reward."
Gold,spend,Game/MsgNpc/NpcHandler.cs,63426,GuildConductor,GuildConductor,3,client.Player,50000,Please make 1 more space in your inventory.
Gold,spend,Game/MsgNpc/NpcHandler.cs,63636,ArenaNpc,ArenaNpc,1,client.Player,50,You do not have 50 silvers with you.
CP,spend,Game/MsgNpc/NpcHandler.cs,63758,MasterXuan,MasterXuan,3,client.Player,100,You Sash was update Successful.
CP,spend,Game/MsgNpc/NpcHandler.cs,63802,MasterXuan,MasterXuan,4,client.Player,200,You Sash was update Successful.
CP,spend,Game/MsgNpc/NpcHandler.cs,64861,CloudSaint,CloudSaint,6,client.Player,3000,
Gold,spend,Game/MsgNpc/NpcHandler.cs,65171,MillionaireLee,MillionaireLee,33,client.Player,100000,
CP,gain,Game/MsgNpc/NpcHandler.cs,65656,CollectorZhao,CollectorZhao,1,client.Player,15,You receive 15 ConquerPoints for you item.
CP,gain,Game/MsgNpc/NpcHandler.cs,65680,CollectorZhao,CollectorZhao,2,client.Player,15,You receive 15 ConquerPoints for you item.
CP,gain,Game/MsgNpc/NpcHandler.cs,65704,CollectorZhao,CollectorZhao,3,client.Player,15,You receive 15 ConquerPoints for you item.
CP,gain,Game/MsgNpc/NpcHandler.cs,65748,LotteryCollectorWong,LotteryCollectorWong,1,client.Player,15,You receive 15 ConquerPoints for you item.
CP,gain,Game/MsgNpc/NpcHandler.cs,65772,LotteryCollectorWong,LotteryCollectorWong,2,client.Player,15,You receive 15 ConquerPoints for you item.
CP,gain,Game/MsgNpc/NpcHandler.cs,65796,LotteryCollectorWong,LotteryCollectorWong,3,client.Player,15,You receive 15 ConquerPoints for you item.
CP,spend,Game/MsgNpc/NpcHandler.cs,65889,MarketLadyLuck,MarketLadyLuck,1,client.Player,27,You don`t have enough conquer points or enough space in your inventory.
CP,gain,Game/MsgNpc/NpcHandler.cs,66026,CityWar,CityWar,1,client.Player,"EventsRewards.EventReward(""CityWars"").RewardValue",CityWars
CP,spend,Game/MsgNpc/NpcHandler.cs,66211,RebirthMaster,RebirthMaster,7,client.Player,5000,Sorry you dont Have 5.000 cps in your bag.
Gold,spend,Game/MsgNpc/NpcHandler.cs,66642,MountTrainer,MountTrainer,8,client.Player,500000,You`ve learned 
Gold,spend,Game/MsgNpc/NpcHandler.cs,66677,MountTrainer,MountTrainer,6,client.Player,1000000,You`ve learned 
Gold,spend,Game/MsgNpc/NpcHandler.cs,66712,MountTrainer,MountTrainer,4,client.Player,100000,You`ve learned 
Gold,spend,Game/MsgNpc/NpcHandler.cs,66748,MountTrainer,MountTrainer,2,client.Player,50000,You`ve learned 
CP,spend,Game/MsgNpc/NpcHandler.cs,71558,ClanNpc,ClanNpc,32,client.Player,1075,Done!~You~can~check~the~name~after~the~server~maintenance~tomorrow.
Gold,spend,Game/MsgNpc/NpcHandler.cs,71833,ClanNpc,ClanNpc,3,client.Player,500000,~and honor!
Gold,spend,Game/MsgNpc/NpcHandler.cs,71946,GuildCreator,GuildCreator,3,client.Player,1000000,
Gold,spend,Game/MsgNpc/NpcHandler.cs,72154,TwinCityConductress,TwinCityConductress,0,client.Player,100,
Gold,spend,Game/MsgNpc/NpcHandler.cs,72915,PheonixCityConductress,PheonixCityConductress,0,client.Player,100,
Gold,spend,Game/MsgNpc/NpcHandler.cs,72957,DesertCityConductress,DesertCityConductress,0,client.Player,100,
Gold,spend,Game/MsgNpc/NpcHandler.cs,72999,ApeCityConductress,ApeCityConductress,0,client.Player,100,
Gold,spend,Game/MsgNpc/NpcHandler.cs,73041,BirdCityConductress,BirdCityConductress,0,client.Player,100,
CP,spend,Game/MsgNpc/NpcHandler.cs,73818,StoneChange,StoneChange,1,client.Player,15000,You`ve got the item! Check your inventory.
CP,gain,Game/MsgNpc/NpcHandler.cs,73908,GM,GM,203,client.Player,5000,Votes/Remove
CP,gain,Game/MsgNpc/NpcHandler.cs,73928,GM,GM,204,client.Player,10000,Votes/Remove
Gold,spend,Game/MsgServer/Arena Gui/MsgArenaSignup.cs,109,,Handler,DialogType.BuyPoints,user.Player,9000000,
Gold,spend,Game/MsgServer/Arena Gui/MsgTeamArenaSignup.cs,111,,Handler,DialogType.BuyPoints,user.Player,9000000,
CP,spend,Game/MsgServer/MsgBroadcast.cs,77,,Handler,BroadTyp.Urgen5CPs,user.Player,5,
CP,spend,Game/MsgServer/MsgBroadcast.cs,112,,Handler,BroadTyp.Urgen15CPs,user.Player,15,
CP,spend,Game/MsgServer/MsgBroadcast.cs,237,,Handler,BroadTyp.BroadcastMessage,user.Player,5,
CP,spend,Game/MsgServer/MsgChiInfo.cs,261,,OnDequeue,ActionHandle.BuyPoints,user.Player,cost,
CP,spend,Game/MsgServer/MsgChiInfo.cs,279,,OnDequeue,ActionHandle.Buy200,user.Player,100,"Sorry, you need "
Gold,spend,Game/MsgServer/MsgClan.cs,514,,Process,Info.Dedicate,client.Player,(uint)Amount,
Gold,set,Game/MsgServer/MsgClientInfo.cs,22,,GetHeroInfo,,user,stream.ReadUInt32(),
CP,set,Game/MsgServer/MsgClientInfo.cs,23,,GetHeroInfo,,user,stream.ReadUInt32(),
BoundCP,set,Game/MsgServer/MsgClientInfo.cs,51,,GetHeroInfo,,user,stream.ReadInt32(),
CP,spend,Game/MsgServer/MsgDataPacket.cs,787,,UpdateSpell,3,client.Player,(uint)Costfloat,
CP,spend,Game/MsgServer/MsgDataPacket.cs,807,,UpdateProf,3,client.Player,Cost,
Gold,spend,Game/MsgServer/MsgDataPacket.cs,1054,,ChangeLookface,3,client.Player,500,You do not have 500 silvers with you.
Gold,spend,Game/MsgServer/MsgGuildProces.cs,181,,Process,GuildAction.SilverDonate,user.Player,(uint)UID,
CP,spend,Game/MsgServer/MsgGuildProces.cs,200,,Process,GuildAction.CpDonate,user.Player,UID,
CP,spend,Game/MsgServer/MsgItemUsuagePacket.cs,338,,ItemUsage,ItemUsageID.DegradeEquipment,client.Player,54,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,401,,ItemUsage,3005061,client.Player,7000,Please make 4 more spaces in your inventory.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,420,,ItemUsage,3005062,client.Player,10000,Please make 6 more spaces in your inventory.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,440,,ItemUsage,3005064,client.Player,20000,Please make 11 more spaces in your inventory.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,466,,ItemUsage,3005065,client.Player,30000,Please make 14 more spaces in your inventory.
CP,spend,Game/MsgServer/MsgItemUsuagePacket.cs,614,,ItemUsage,ItemUsageID.RedeemGear,client.Player,(uint)Role.Instance.Confiscator.CalculateCpsCost(DetainedItem),
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,716,,ItemUsage,ItemUsageID.ClaimGear,client.Player,(uint)ClaimItem.RewardConquerPoints,
CP,spend,Game/MsgServer/MsgItemUsuagePacket.cs,791,,ItemUsage,183315,client.Player,(uint)(price - Points),
Gold,spend,Game/MsgServer/MsgItemUsuagePacket.cs,857,,ItemUsage,ItemUsageID.ToristSuper,client.Player,100000,
Gold,spend,Game/MsgServer/MsgItemUsuagePacket.cs,921,,ItemUsage,ItemUsageID.GemCompose,client.Player,price,"Sorry you don`t have 100,000 silver!."
CP,spend,Game/MsgServer/MsgItemUsuagePacket.cs,1023,,ItemUsage,ItemUsageID.BuyItemFromForging,client.Player,DBItem.ConquerPointsWorth,
CP,spend,Game/MsgServer/MsgItemUsuagePacket.cs,1274,,ItemUsage,ItemUsageID.BuyVendingItem,client.Player,(uint)item.AmountCost,
Gold,spend,Game/MsgServer/MsgItemUsuagePacket.cs,1308,,ItemUsage,ItemUsageID.BuyVendingItem,client.Player,item.AmountCost,
CP,spend,Game/MsgServer/MsgItemUsuagePacket.cs,1361,,ItemUsage,ItemUsageID.BuyVendingItem,client.Player,(uint)VItem.AmountCost,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,1362,,ItemUsage,ItemUsageID.BuyVendingItem,npc.OwnerVendor.Player,(uint)VItem.AmountCost,
Gold,spend,Game/MsgServer/MsgItemUsuagePacket.cs,1369,,ItemUsage,ItemUsageID.BuyVendingItem,client.Player,VItem.AmountCost,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,1370,,ItemUsage,ItemUsageID.BuyVendingItem,npc.OwnerVendor.Player,VItem.AmountCost,
Gold,spend,Game/MsgServer/MsgItemUsuagePacket.cs,1584,,ItemUsage,6,client.Player,(uint)nRepairCost,
Gold,spend,Game/MsgServer/MsgItemUsuagePacket.cs,1636,,ItemUsage,6,client.Player,nRepairCost,
Gold,spend,Game/MsgServer/MsgItemUsuagePacket.cs,1668,,ItemUsage,ItemUsageID.DepositWarehouse,client.Player,(uint)dwParam,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,1682,,ItemUsage,ItemUsageID.WarehouseWithdraw,client.Player,(uint)dwParam,
CP,spend,Game/MsgServer/MsgItemUsuagePacket.cs,1716,,ItemUsage,ItemUsageID.SocketTalismanWithCPs,client.Player,price,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,1841,,ItemUsage,ItemUsageID.SellItem,client.Player,(uint)prince,
BoundCP,spend,Game/MsgServer/MsgItemUsuagePacket.cs,2081,,ItemUsage,Database.Shops.ShopFile.MoneyType.ConquerPoints,client.Player,(int)DBItem.ConquerPointsWorth,
CP,spend,Game/MsgServer/MsgItemUsuagePacket.cs,2115,,ItemUsage,Database.Shops.ShopFile.MoneyType.ConquerPoints,client.Player,DBItem.ConquerPointsWorth,
Gold,spend,Game/MsgServer/MsgItemUsuagePacket.cs,2136,,ItemUsage,Database.Shops.ShopFile.MoneyType.Gold,client.Player,DBItem.GoldWorth,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4037,,UseItem,3005945,client.Player,200000000,You received 200000000 silver for opening the HonorableMoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4052,,UseItem,3008452,client.Player,1000000,You received 1000000 silver for opening the MillionSilverBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4065,,UseItem,723713,client.Player,300000,You received 300000 silver for opening the MoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4079,,UseItem,723714,client.Player,800000,You received 800000 silver for opening the MoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4092,,UseItem,723715,client.Player,1200000,You received 1200000 silver for opening the MoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4105,,UseItem,723716,client.Player,1800000,You received 1800000 silver for opening the MoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4118,,UseItem,723717,client.Player,5000000,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4131,,UseItem,723718,client.Player,20000000,You received 5000000 silver for opening the MoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4144,,UseItem,723719,client.Player,25000000,You received 25000000 silver for opening the MoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4157,,UseItem,723720,client.Player,80000000,You received 80000000 silver for opening the MoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4170,,UseItem,723721,client.Player,10000000,You received 100000000 silver for opening the MoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4183,,UseItem,723722,client.Player,300000000,You received 300000000 silver for opening the MoneyBag's.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4196,,UseItem,723723,client.Player,500000000,You received 500000000 silver for opening the MoneyBag's.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4217,,UseItem,3005107,client.Player,20,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4224,,UseItem,3005108,client.Player,30,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4231,,UseItem,3005109,client.Player,50,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4238,,UseItem,3005110,client.Player,80,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4245,,UseItem,3005111,client.Player,100,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4252,,UseItem,3005112,client.Player,200,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4259,,UseItem,3005113,client.Player,300,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4266,,UseItem,3005114,client.Player,500,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4273,,UseItem,3005115,client.Player,800,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4280,,UseItem,3005116,client.Player,1000,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4287,,UseItem,3005117,client.Player,5000,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4294,,UseItem,3005118,client.Player,10000,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4301,,UseItem,3005119,client.Player,20000,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4308,,UseItem,3005120,client.Player,50000,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4315,,UseItem,3005121,client.Player,100000,
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,4322,,UseItem,3005122,client.Player,200000,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,5252,,UseItem,729911,client.Player,val,You got 
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,5310,,UseItem,723753,client.Player,500,Please make 10 more spaces in your inventory.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10022,,UseItem,721017,client.Player,10,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10030,,UseItem,721018,client.Player,20,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10037,,UseItem,721019,client.Player,25,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10044,,UseItem,721026,client.Player,50,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10050,,UseItem,721027,client.Player,100,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10056,,UseItem,721028,client.Player,200,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10062,,UseItem,721029,client.Player,250,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10069,,UseItem,3003749,client.Player,3000,You received 3000 conquerpoints for opening the ConquerPointsBag's.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10077,,UseItem,3003750,client.Player,10000,You received 3000 conquerpoints for opening the ConquerPointsBag's.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10366,,UseItem,3,client.Player,200,You have received 200 ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10399,,UseItem,4,client.Player,200,You have received 200 ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10526,,UseItem,8,client.Player,300,You have received 300 ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10908,,UseItem,20,client.Player,600,You have received 600 ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,10969,,UseItem,22,client.Player,1000,You have received 1000 ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,11001,,UseItem,23,client.Player,2000,You have received 2000 ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,11036,,UseItem,24,client.Player,2000,You have received 2000 ConquerPoints.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,11359,,UseItem,3001318,client.Player,500000,"You received 500,000 silver for opening the GloryMoneyBag's."
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,11372,,UseItem,3001322,client.Player,25000000,"You received 25,000,000 silver for opening the SplendidMoneyBox's."
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,12394,,UseItem,3005061,client.Player,7000,Please make 3 space in your inventory.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,12419,,UseItem,3005062,client.Player,10000,Please make 6 space in your inventory.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,12444,,UseItem,3005064,client.Player,20000,Please make 11 space in your inventory.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,12469,,UseItem,3005065,client.Player,30000,Please make 14 space in your inventory.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,13286,,UseItem,721931,client.Player,100,You received 100 Silver!
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,13312,,UseItem,721929,client.Player,100,You received 100 Silver!
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,13372,,UseItem,721926,client.Player,100,You~left~teeth~marks~and~finished~the~5th~step.~Commence~the~6th~step~now.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,13690,,UseItem,729594,client.Player,50,"You opened the Golden Exorcism Pack, and received 50 CPs (B)!"
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,13869,,UseItem,3001266,client.Player,100000,
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,14758,,UseItem,729536,client.Player,amount,You`ve received 
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,14770,,UseItem,720665,client.Player,60,eidolon
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,15897,,UseItem,3001133,client.Player,5,You have received 5 ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,15908,,UseItem,3001134,client.Player,10,You have received 10 ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,15919,,UseItem,3001135,client.Player,20,You have received 20 ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,15930,,UseItem,3001136,client.Player,500,You have received 500 ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16002,,UseItem,729462,client.Player,6999,"You have received 6,999 (B)ConquerPoints."
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16012,,UseItem,729463,client.Player,4999,"You have received 4,999 (B)ConquerPoints."
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16025,,UseItem,729464,client.Player,2999,"You have received 2,999 (B)ConquerPoints."
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16034,,UseItem,729465,client.Player,599,You have received 599 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16043,,UseItem,729466,client.Player,99,You have received 99 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16053,,UseItem,3200522,client.Player,60,You have received 60 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16061,,UseItem,3200523,client.Player,125,You have received 125 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16070,,UseItem,3200524,client.Player,320,You have received 320 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16079,,UseItem,3200525,client.Player,530,You have received 530 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16089,,UseItem,3200526,client.Player,1075,You have received 1075 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16098,,UseItem,3200527,client.Player,2050,You have received 2050 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16108,,UseItem,3200528,client.Player,4200,You have received 4200 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16118,,UseItem,3200700,client.Player,20,You have received 20 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16127,,UseItem,3200701,client.Player,300,You have received 300 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16136,,UseItem,3200702,client.Player,500,You have received 500 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16146,,UseItem,3200703,client.Player,5000,You have received 5000 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16155,,UseItem,3200704,client.Player,50,You have received 50 (B)ConquerPoints.
BoundCP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16165,,UseItem,3200705,client.Player,600,You have received 600 (B)ConquerPoints.
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16176,,UseItem,720675,client.Player,250,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16196,,UseItem,720676,client.Player,500,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16208,,UseItem,720677,client.Player,1000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16219,,UseItem,720678,client.Player,13500,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16231,,UseItem,720679,client.Player,69000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16243,,UseItem,720681,client.Player,500,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16256,,UseItem,720682,client.Player,1000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16270,,UseItem,720683,client.Player,2000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16283,,UseItem,720684,client.Player,27000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16297,,UseItem,720685,client.Player,138000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16309,,UseItem,720687,client.Player,1000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16321,,UseItem,720688,client.Player,2000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16332,,UseItem,720689,client.Player,4000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16343,,UseItem,720690,client.Player,54000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16355,,UseItem,720691,client.Player,276000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16374,,UseItem,720693,client.Player,2500,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16386,,UseItem,720694,client.Player,5000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16398,,UseItem,720695,client.Player,10000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16411,,UseItem,720696,client.Player,135000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16423,,UseItem,720697,client.Player,690000,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16435,,UseItem,720653,client.Player,270,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16448,,UseItem,720654,client.Player,1380,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16460,,UseItem,720655,client.Player,20,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16471,,UseItem,720656,client.Player,10,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16482,,UseItem,720657,client.Player,5,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16493,,UseItem,720658,client.Player,25,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16504,,UseItem,720659,client.Player,50,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16516,,UseItem,720660,client.Player,100,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16527,,UseItem,720661,client.Player,1350,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16539,,UseItem,720662,client.Player,6900,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16550,,UseItem,720663,client.Player,50,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16561,,UseItem,720664,client.Player,100,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16573,,UseItem,720666,client.Player,2700,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16584,,UseItem,720667,client.Player,13800,[DemonBox]
CP,gain,Game/MsgServer/MsgItemUsuagePacket.cs,16596,,UseItem,3005646,client.Player,200,You have received 200 ConquerPoints.
Gold,gain,Game/MsgServer/MsgItemUsuagePacket.cs,18912,,UseItem,3005836,client.Player,50000000,You received 50000000 silver for opening the MediumSilverBag.
