id;name;type;lookface;life;mana;attack_max;attack_min;defence;dexterity;dodge;helmet_type;armor_type;weaponr_type;weaponl_type;attack_range;view_range;escape_life;attack_speed;move_speed;level;attack_user;drop_money;drop_itemtype;size_add;action;run_speed;drop_armet;drop_necklace;drop_armor;drop_ring;drop_weapon;drop_shield;drop_shoes;drop_hp;drop_mp;magic_type;magic_def;magic_hitrate;ai_type;defence2;stc_type;anti_monster;extra_battlelev;extra_exp;extra_damage;species_type;attr_metal;attr_wood;attr_water;attr_fire;attr_earth;vs_callpet;transform_flag;transform_condition;transform_monster;attack_new;defence_new;stable_defence;critical_rate;magic_critical_rate;anti_critical_rate;final_dmg_add;final_dmg_add_mgc;final_dmg_reduce;final_dmg_reduce_mgc;item_drop_rule1;item_drop_rule2;item_drop_rule3;item_drop_rule4;extra_magic_injury;attribute
4943;S7LavaDragonSpirit;0001;0276;0003;00;0001;0001;0000;0180;0036;0000;0000;0000;0000;0003;0012;0000;1000;0500;0001;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;0;8000;0;0;0;0;0;0;0;0;0;0000000002
4944;S1NetherDragonSpirit;0001;0950;0003;00;0001;0001;0000;0180;0036;0000;0000;0000;0000;0003;0012;0000;1000;0500;0001;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;0;8000;0;0;0;0;0;0;0;0;0;0000000002
4945;S2NetherDragonSpirit;0001;0950;0003;00;0001;0001;0000;0180;0036;0000;0000;0000;0000;0003;0012;0000;1000;0500;0001;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;0;8000;0;0;0;0;0;0;0;0;0;0000000002
4946;S3NetherDragonSpirit;0001;0950;0003;00;0001;0001;0000;0180;0036;0000;0000;0000;0000;0003;0012;0000;1000;0500;0001;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;0;8000;0;0;0;0;0;0;0;0;0;0000000002
4947;S4NetherDragonSpirit;0001;0950;0003;00;0001;0001;0000;0180;0036;0000;0000;0000;0000;0003;0012;0000;1000;0500;0001;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;0;8000;0;0;0;0;0;0;0;0;0;0000000002
4948;S5NetherDragonSpirit;0001;0950;0003;00;0001;0001;0000;0180;0036;0000;0000;0000;0000;0003;0012;0000;1000;0500;0001;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;0;8000;0;0;0;0;0;0;0;0;0;0000000002
4949;S6NetherDragonSpirit;0001;0950;0003;00;0001;0001;0000;0180;0036;0000;0000;0000;0000;0003;0012;0000;1000;0500;0001;32771;0000;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1002040;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;0;8000;0;0;0;0;0;0;0;0;0;0000000002
4988;ChaosSerpent;0001;0162;65535;00;2500;1800;0000;0036;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0127;32771;0000;0000;0001;94416550;0500;009;023;009;023;022;009;023;1000040;1000040;0000;0000;0000;0000;6666;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4744;FireworkThief;0001;0904;0010;00;0001;0001;0001;0070;0090;0000;0000;0000;0000;0001;0008;0000;1000;0500;0145;2916355;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;75;75;75;75;75;900000;0;0;0;0;6000;0;0;0;25000;0;0;5000;0;0;0;0;0;0;0000000002
3555;GoldenChest;0001;0479;0007;00;0001;0000;0000;0070;0000;0000;0000;0000;0000;0001;0008;0000;1000;1000;0080;294912;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;0;0;0;0;0;900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
3556;AzureChest;0001;0480;0005;00;0001;0000;0000;0070;0000;0000;0000;0000;0000;0001;0008;0000;1000;1000;0080;294912;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;0;0;0;0;0;900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
3557;RubyChest;0001;0481;0003;00;0001;0000;0000;0070;0000;0000;0000;0000;0000;0001;0008;0000;1000;1000;0080;294912;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;0;0;0;0;0;900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
3558;LuckyChest;0001;0141;0005;00;0001;0000;0000;0070;0000;0000;0000;0000;0000;0001;0008;0000;1000;1000;0080;294912;0000;0000;0005;94416550;1000;099;099;099;099;099;099;099;0000;0000;0000;0000;0000;0000;10000;00;0;0;100;0;3;0;0;0;0;0;900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4833;Pheasant;0001;0231;0033;00;0003;0002;0000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0001;32771;0005;0000;0000;94416550;0500;099;099;099;099;099;099;099;1000000;1000000;0000;0000;0000;0000;6666;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4834;Turtledove;0001;0304;0081;00;0006;0005;0000;0000;0037;0000;0000;0000;0000;0001;0006;0000;1000;0500;0007;32771;0009;0000;0000;94416550;0500;099;000;099;000;000;099;001;1000000;1000000;0000;0000;0000;0000;6666;02;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4835;Robin;0001;0132;0122;00;0009;0007;0000;0000;0036;0000;0000;0000;0000;0001;0008;0000;1000;0500;0012;32771;0012;0000;0000;94416550;0500;000;001;000;001;001;099;003;1000000;1000000;0000;0000;0000;0000;6666;03;6;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4836;Apparition;0001;0233;0202;00;0007;0007;0000;0000;0069;0000;0000;0000;0000;0001;0008;0000;1000;0500;0017;32771;0015;0000;0001;94416550;0500;001;002;001;002;002;099;003;1000000;1000000;0000;0000;0000;0000;6666;04;7;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4838;WingedSnake;0001;0203;0445;00;0012;0011;0000;0000;0073;0000;0000;0000;0000;0001;0008;0000;1000;0500;0027;32771;0020;0000;0001;94416550;0500;002;004;002;004;004;099;005;1000010;1000010;0000;0000;0000;0000;6666;06;9;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4839;Bandit;0001;0201;0545;00;0015;0013;0000;0000;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0032;32771;0023;0000;0001;94416550;0500;003;005;002;005;005;099;007;1000010;1000010;0000;0000;0000;0000;6666;07;10;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4840;Ratling;0001;0202;0666;00;0019;0017;0000;0000;0078;0000;0000;0000;0000;0001;0008;0000;1000;0500;0037;32771;0027;0000;0001;94416550;0500;003;006;003;006;006;099;007;1000010;1000010;0000;0000;0000;0000;6666;08;11;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4841;FireSpirit;0001;0202;1219;00;0022;0019;0000;0000;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0042;32771;0039;0000;0001;94416550;0500;004;007;003;007;007;000;009;1000020;1000020;0000;0000;0000;0000;6666;09;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4842;Macaque;0001;0156;1467;00;0038;0035;0000;0000;0078;0000;0000;0000;0000;0001;0008;0000;1000;0500;0047;32771;0043;0000;0001;94416550;0500;004;008;004;008;008;001;009;1000020;1000020;0000;0000;0000;0000;6666;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4843;GiantApe;0001;0156;1763;00;0049;0044;0000;0000;0079;0000;0000;0000;0000;0001;0008;0000;1000;0500;0052;32771;0047;0000;0002;94416550;0500;005;009;005;009;009;002;011;1000020;1000020;0000;0000;0000;0000;6666;11;13;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4844;ThunderApe;0001;0103;2124;00;0062;0056;0000;0000;0082;0000;0000;0000;0000;0001;0008;0000;1000;0500;0057;32771;0051;0000;0001;94416550;0500;005;011;005;011;009;003;011;1000020;1000020;0000;0000;0000;0000;6666;12;14;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4845;Snakeman;0001;0204;3182;00;0077;0070;0000;0000;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0062;32771;0066;0000;0001;94416550;0500;006;012;006;012;012;003;013;1000030;1000030;0000;0000;0000;0000;6666;13;16;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4846;SandMonster;0001;0309;3842;00;0293;0265;0000;0021;0087;0000;0000;0000;0000;0001;0008;0000;1000;0500;0067;32771;0073;0000;0003;94416550;0500;006;013;006;013;013;004;013;1000030;1000030;0000;0000;0000;0000;6666;14;15;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4847;HillMonster;0001;0105;4908;00;0331;0299;0000;0025;0083;0000;0000;0000;0000;0001;0008;0000;1000;0500;0072;32771;0079;0000;0002;94416550;0500;006;014;006;014;014;004;015;1000030;1000030;0000;0000;0000;0000;6666;15;17;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4848;RockMonster;0001;0105;5642;00;0393;0355;0000;0025;0086;0000;0000;0000;0000;0001;0008;0000;1000;0500;0077;32771;0085;0000;0002;94416550;0500;007;015;006;015;015;005;015;1000030;1000030;0000;0000;0000;0000;6666;16;18;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4849;BladeGhost;0001;0200;7786;00;0461;0416;0000;0028;0087;0000;0000;0000;0000;0001;0012;0000;1000;0500;0082;32771;0105;0000;0001;94416550;0500;007;016;007;016;016;006;017;1002000;1002000;0000;0000;0000;0000;6666;17;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4850;Birdman;0001;0205;8952;00;0540;0488;0000;0028;0085;0000;0000;0000;0000;0001;0008;0000;1000;0500;0087;32771;0111;0000;0001;94416550;0500;008;017;007;017;017;007;017;1002000;1002000;0000;0000;0000;0000;6666;18;19;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4851;Hawkman;0001;0205;10293;00;0631;0570;0000;0028;0085;0000;0000;0000;0000;0001;0010;0000;1000;1000;0092;32771;0117;0000;0001;94416550;0500;008;018;008;018;018;007;019;1002000;1002000;0000;0000;0000;0000;6666;19;20;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4852;BirdmanL88;0001;0605;17905;00;0568;0512;0000;0011;0091;0000;0000;0000;0000;0002;0015;0000;1000;0250;0088;32771;0111;0000;0001;94416550;0100;008;017;007;017;017;007;019;1002020;1002020;0000;0000;0000;0000;10000;18;19;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4853;HawkL93;0001;0605;20586;00;0663;0599;0000;0011;0092;0000;0000;0000;0000;0002;0018;0000;1000;0250;0093;32771;0117;0000;0001;94416550;0100;008;018;008;018;018;007;019;1002020;1002020;0000;0000;0000;0000;10000;19;20;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4854;BanditL98;0001;0601;27610;00;0842;0630;0000;0013;0086;0000;0000;0000;0000;0001;0018;0000;1000;0500;0098;32771;0125;0000;0001;94416550;0100;008;019;008;019;019;008;019;1002020;1002020;0000;0000;0000;0000;10000;55;21;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4855;TombBatL103;0001;0606;48944;00;1316;1191;0000;0013;0086;0000;0000;0000;0000;0002;0018;0000;1000;0500;0103;32771;0132;0000;0003;94416550;0100;008;020;009;020;020;008;009;1002020;1002020;0000;0000;0000;0000;10000;20;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4856;BloodyBatL108;0001;0248;56280;00;1682;1260;0000;0013;0089;0000;0000;0000;0000;0001;0018;0000;1000;0500;0108;32771;0138;0000;0001;94416550;0100;009;021;009;021;021;009;009;1002020;1002020;0000;0000;0000;0000;10000;56;23;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4857;BullMonsterL113;0001;0282;99295;00;1974;1365;0000;0019;0086;0000;0000;0000;0000;0001;0018;0000;1000;0500;0113;32771;0148;0000;0002;94416550;0100;009;022;009;022;022;009;009;1002020;1002020;0000;0000;0000;0000;10000;57;4;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4858;RedDevilL118;0001;0210;65535;00;2339;1575;0000;0019;0086;0000;0000;0000;0000;0001;0018;0000;1000;0500;0118;32771;0223;0000;0001;94416550;0100;009;021;009;021;021;009;009;1002020;1002020;0000;0000;0000;0000;10000;58;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4859;SerpentEnvoy;0001;0155;65535;00;2400;2400;2200;0100;0086;0000;0000;0000;0000;0009;0009;0000;1300;0500;0123;32771;0420;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1000040;1002;0099;0070;0000;6666;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4860;IcySerpent;0001;0255;65535;00;2400;1650;0000;0035;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0122;32771;0251;0000;0001;94416550;0500;009;023;009;023;022;009;023;1000040;1000040;0000;0000;0000;0000;6666;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4862;SkySerpent;0001;0255;65535;00;2600;2300;45000;0073;0086;0000;0000;0000;0000;0001;0010;0000;1000;0500;0122;32771;0420;0000;0001;94416550;0500;099;099;099;099;099;099;099;1000040;1000040;0000;0099;0000;0000;6666;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4863;FrostSerpent;0001;0155;65535;00;2520;1732;0000;0035;0086;0000;0000;0000;0000;0001;0018;0000;1000;0500;0123;32771;0251;0000;0001;94416550;0100;009;023;009;023;022;009;023;1000040;1000040;0000;0000;0000;0000;6666;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4865;DarkElf;0001;0328;65535;00;2500;1800;0000;0036;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0127;32771;0283;0000;0001;94416550;0500;009;023;009;023;022;009;023;1000040;1000040;0000;0000;0000;0000;6666;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4867;SnakeHubbub;0001;0162;65535;00;2500;1800;0000;0036;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0127;32771;0283;0000;0001;94416550;0500;009;023;009;023;022;009;023;1000040;1000040;0000;0000;0000;0000;6666;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4868;CastleBandit;0001;0201;0545;00;0015;0013;0000;0000;0075;0000;0000;0000;0000;0001;0008;0000;1000;0500;0022;32771;0023;0000;0001;94416550;0500;003;005;002;005;005;099;007;1000010;1001010;0000;0000;0000;0000;6666;07;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4869;Vulture;0001;0132;1467;00;0038;0035;0000;0000;0078;0000;0000;0000;0000;0001;0008;0000;1000;0500;0047;32771;0043;0000;0001;94416550;0500;004;008;004;008;008;001;009;1000020;1001020;0000;0000;0000;0000;6666;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4870;GiantApeL53;0001;0556;5289;00;0052;0047;0000;0000;0079;0000;0000;0000;0000;0002;0015;0000;1000;0250;0053;32771;0047;0000;0002;94416550;0100;005;009;005;009;009;002;011;1002010;1001020;0000;0000;0000;0000;10000;11;13;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4871;HillMonsterL73;0001;0505;14723;00;0348;0314;0000;0003;0083;0000;0000;0000;0000;0002;0015;0000;1000;0250;0073;32771;0079;0000;0002;94416550;0100;006;014;006;014;014;004;015;1000030;1000030;0000;0000;0000;0000;10000;15;17;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4873;TombBat;0001;0206;24472;00;1253;1134;0000;0030;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0102;32771;0132;0000;0001;94416550;0500;008;020;009;020;020;008;021;1002010;1002030;0000;0000;0000;0000;6666;20;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4874;BanditL97;0001;0201;13805;00;0802;0600;0000;0030;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0097;32771;0125;0000;0001;94416550;0500;008;019;008;019;019;008;019;1002010;1002030;0000;0000;0000;0000;6666;55;21;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4875;BloodyBat;0001;0148;28140;00;1602;1200;0000;0030;0085;0000;0000;0000;0000;0001;0010;0000;1000;1000;0107;32771;0138;0000;0001;94416550;0500;009;021;009;021;021;009;021;1002010;1002030;0000;0000;0000;0000;6666;56;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4876;BullMonster;0001;0284;35050;00;1880;1300;0000;0033;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0112;32771;0148;0000;0002;94416550;0500;009;022;009;022;022;009;023;1002020;1002040;0000;0000;0000;0000;6666;57;4;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4877;RedDevilL117;0001;0197;60460;00;2228;1500;0000;0033;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0117;32771;0223;0000;0001;94416550;0500;009;021;009;021;021;009;023;1002020;1002040;0000;0000;0000;0000;10000;58;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4878;VampireBat;0001;0148;50000;00;1766;1323;0900;0013;0089;0000;0000;0000;0000;0001;0010;0000;1000;0500;0108;32771;0223;0000;0001;94416550;0300;009;021;009;021;021;009;023;1002020;1002040;0000;0060;0000;0000;6666;56;23;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4879;BloodyDevil;0001;0197;60000;00;2455;1653;0900;0019;0086;0000;0000;0000;0000;0001;0010;0000;1000;0500;0118;32771;0223;0000;0001;94416550;0300;009;021;009;021;021;009;023;1002020;1002040;0000;0060;0000;0000;6666;58;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000000
4880;PheasantLord;0001;0231;0005;00;0005;0004;20000;0000;0036;0000;0000;0000;0000;0001;0006;0000;1000;0500;0020;32771;0005;0000;0000;94416550;0500;001;003;001;003;003;099;005;1000010;1000010;0000;0000;0000;0000;0001;01;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4881;WraithKing;0001;0233;0010;00;0010;0009;20000;0000;0071;0000;0000;0000;0000;0001;0008;0000;1000;0500;0030;32771;0016;0000;0001;94416550;0500;001;003;001;003;003;099;005;1000010;1000010;0000;0000;0000;0000;6666;05;8;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4882;Thief;0001;0201;0015;00;0065;0045;20000;0028;0085;0000;0000;0000;0000;0001;0010;0000;1000;1000;0065;32771;0034;0000;0001;94416550;0500;004;007;003;007;007;000;009;1000020;1000020;0000;0000;0000;0000;0001;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4883;MacaqueKing;0001;0556;0020;00;0088;0067;20000;0000;0078;0000;0000;0000;0000;0002;0015;0000;1000;0250;0075;32771;0043;0000;0001;94416550;0100;006;012;006;012;012;003;013;1000030;1000030;0000;0000;0000;0000;0001;10;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4884;BloodfireSnakeman;0001;0604;0020;00;0100;0090;20000;0000;0083;0000;0000;0000;0000;0002;0015;0000;1000;0250;0080;32771;0051;0000;0001;94416550;0100;006;012;006;012;012;003;013;1000030;1000030;0000;0000;0000;0000;0001;13;16;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4885;ThunderApeL85;0001;0503;0020;00;0150;0140;20000;0000;0082;0000;0000;0000;0000;0002;0015;0000;1000;0250;0085;32771;0066;0000;0001;94416550;0100;006;012;006;012;012;003;013;1000030;1000030;0000;0000;0000;0000;0001;12;14;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4886;SandKing`sMessenger;0001;0281;0025;00;0307;0278;20000;0004;0087;0000;0000;0000;0000;0002;0015;0000;1000;0250;0090;32771;0073;0000;0003;94416550;0100;007;016;007;016;016;006;017;1002000;1002000;0000;0000;0000;0000;0001;14;15;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4887;HillKing;0001;0505;0025;00;0348;0314;20000;0003;0083;0000;0000;0000;0000;0002;0015;0000;1000;0250;0095;32771;0079;0000;0002;94416550;0100;007;016;007;016;016;006;017;1002000;1002000;0000;0000;0000;0000;0001;15;17;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4888;BladeKing;0001;0240;0025;00;0507;0507;20000;0100;0027;0000;0000;0000;0000;0009;0010;0000;1300;0500;0100;32771;0090;0000;0001;94416550;0500;007;016;007;016;016;006;017;1002000;1002000;3012;0095;0070;0000;0001;17;2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4889;ThunderHawkKing;0001;0605;0030;00;0842;0630;20000;0011;0091;0000;0000;0000;0000;0002;0015;0000;1000;0250;0105;32771;0111;0000;0001;94416550;0100;008;019;008;019;019;008;019;1002020;1002020;0000;0000;0000;0000;0001;18;19;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4890;IslandBanditLeader;0001;0601;0030;00;0842;0630;20000;0013;0086;0000;0000;0000;0000;0001;0018;0000;1000;0500;0110;32771;0125;0000;0001;94416550;0100;008;019;008;019;019;008;019;1002020;1002020;0000;0000;0000;0000;0001;55;21;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4892;ShadowKing;0001;0397;0035;00;1880;1300;20000;0013;0086;0000;0000;0000;0000;0001;0010;0000;1000;0500;0120;32771;0223;0000;0001;94416550;0300;009;021;009;021;021;009;023;1002020;1002040;0000;0060;0000;0000;0001;58;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4893;FuryBullKing;0001;0317;0035;00;1880;1300;20000;0013;0086;0000;0000;0000;0000;0001;0010;0000;1000;1000;0126;32771;0241;0000;0002;94416550;0500;009;021;009;021;021;009;023;1002020;1002040;0000;0000;0000;0000;0001;57;4;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4894;SerpentPhantom;0001;0155;0040;00;2450;2350;20000;0100;0086;0000;0000;0000;0000;0001;0010;0000;1000;0500;0135;32771;0420;0000;0001;94416550;0500;009;023;009;023;022;009;023;1000040;1000040;0000;0050;0000;0000;0001;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4895;SerpentWraith;0001;0155;0040;00;2520;1732;20000;0100;0086;0000;0000;0000;0000;0001;0018;0000;1000;0500;0138;32771;0438;0000;0001;94416550;0100;009;023;009;023;022;009;023;1000040;1000040;0000;0000;0000;0000;0001;60;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4896;DarkElfKing;0001;0228;0040;00;2550;2550;20000;0100;0086;0000;0000;0000;0000;0009;0009;0000;1300;0500;0142;32771;0450;0000;0001;94416550;0500;009;023;009;023;022;009;023;1000040;1000040;1002;0099;0070;0000;6666;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
4897;CaptainSnake;0001;0262;0040;00;2550;2550;20000;0100;0086;0000;0000;0000;0000;0009;0009;0000;1300;0500;0148;32771;0450;0000;0001;94416550;0500;009;023;009;023;022;009;023;1000040;1000040;1002;0099;0070;0000;6666;00;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000000002
